ocid,initiationType,tag,id,date,tender/id,tender/externalReference,tender/title,tender/mainProcurementCategory,tender/procurementMethod,tender/contractType,tenderclassification/description,tender/submissionMethodDetails,tender/participationFee/0/multiCurrencyAllowed,tender/allowTwoStageTender,tender/value/amount,tender/datePublished,tender/tenderPeriod/durationInDays,tender/allowPreferentialBidder,Payment Mode,tender/status,tender/stage,tender/numberOfTenderers,tender/bidOpening/date,tender/milestones/type,tender/milestones/title,tender/milestones/dueDate,tender/awardedAmount,tender/documents/id,buyer/name,Fiscal Year
ocds-f5kvwu-2024_PWBNH_37929_1,tender,tender,1,2024-11-28,2024_PWBNH_37929_1,Misc-7/SE(B)/SIV/2021-22/1453,"Jagannath Community and Skill Centre at Deepling Tea Estate under Mahmora LAC in Charaideo District Territorial Building Division,Sonari",Works,Open Tender,Item Rate,Civil Works - Building,,No,No,"1,40,73,143",09-Jul-2024 04:30 PM,180,No,Online,,,1,24-Jul-2024 03:00 PM,assessment,Price Bid Opening Date,,"14,332,864",,Public Works Building and NH Department,2024-2025
ocds-f5kvwu-2024_PWBNH_37934_1,tender,tender,1,2024-11-28,2024_PWBNH_37934_1,SE(B)/DIB/CMSCT/24-25/208,Setting up of Honble Chief Ministers Secretariat in Dibrugarh District Assam,Works,Open Tender,Item Rate,Civil Works - Building,,No,No,"1,88,31,572",10-Jul-2024 02:00 PM,180,No,Online,,,1,02-Aug-2024 11:00 AM,assessment,Price Bid Opening Date,,"19,396,019",,Public Works Building and NH Department,2024-2025
ocds-f5kvwu-2024_PWBNH_37939_1,tender,tender,1,2024-11-28,2024_PWBNH_37939_1,CS/24/2024-25/2271,"Repairing and Renovation of Assam Administrative Staff College, Khanapara, Guwahati-22 (Changing of damaged wall paneling and wall paper in Room No. 306 and 305 including roof treatment work top roof slab)",Works,Open Tender,Item Rate,Civil Works - Building,,No,No,"21,79,446",10-Jul-2024 02:30 PM,180,No,Online,,,1,22-Jul-2024 03:00 PM,assessment,Price Bid Opening Date,,"2,178,388",,Public Works Building and NH Department,2024-2025
ocds-f5kvwu-2024_PWBNH_37956_1,tender,tender,1,2024-11-28,2024_PWBNH_37956_1,CS/414/2023-24/10031,"Construction of 2 (Two) nos.of watch tower by providing steel structure at Minister Colony, Dispur, Guwahati-6",Works,Open Tender,Item Rate,Civil Works - Building,,No,No,"26,66,195",11-Jul-2024 04:00 PM,180,No,Online,,,1,01-Aug-2024 02:00 PM,assessment,Price Bid Opening Date,,"2,666,193",,Public Works Building and NH Department,2024-2025
ocds-f5kvwu-2024_PWBNH_37999_1,tender,tender,1,2024-11-28,2024_PWBNH_37999_1,Misc-7/SE(B)/SIV/2021-22/1461,"Jagannath Community and Skill centre at Khongea Tea Estate under Thowra LAC under sivasagar district territorial building division,Sivasagar",Works,Open Tender,Item Rate,Civil Works - Building,,No,No,"1,40,73,143",15-Jul-2024 03:00 PM,180,No,Online,,,1,31-Jul-2024 03:00 PM,assessment,Price Bid Opening Date,,"14,073,143",,Public Works Building and NH Department,2024-2025
ocds-f5kvwu-2024_PWBNH_38002_1,tender,tender,1,2024-11-28,2024_PWBNH_38002_1,SE(B)/DBC/NHK//JCSC/24-25/225,Jagannath Community Hall and Skill Centre under Naharkatia LAC at Tarajan TE,Works,Open Tender,Item Rate,Civil Works - Building,,No,No,"1,40,73,000",15-Jul-2024 02:00 PM,180,No,Online,,,1,06-Aug-2024 11:00 AM,assessment,Price Bid Opening Date,,"14,354,000",,Public Works Building and NH Department,2024-2025
ocds-f5kvwu-2024_PWBNH_38005_1,tender,tender,1,2024-11-28,2024_PWBNH_38005_1,Misc-7/SE(B)/SIV/2021-22/1461,"Jagannath Community and Skill Centre at Rajmai Tea Estate under Thowra LAC under Sivasagar District Territorial Building Division,Sivasagar",Works,Open Tender,Item Rate,Civil Works - Building,,No,No,"1,40,73,173",15-Jul-2024 03:00 PM,180,No,Online,,,1,31-Jul-2024 03:00 PM,assessment,Price Bid Opening Date,,"14,073,143",,Public Works Building and NH Department,2024-2025
ocds-f5kvwu-2024_PWBNH_38007_1,tender,tender,1,2024-11-28,2024_PWBNH_38007_1,SE(B)/DBC/NHK//JCSC/24-25/225,Jagannath Community Hall and Skill Centre under Naharkatia LAC at Namsang TE,Works,Open Tender,Item Rate,Civil Works - Building,,No,No,"1,40,73,000",15-Jul-2024 02:00 PM,180,No,Online,,,1,06-Aug-2024 11:00 AM,assessment,Price Bid Opening Date,,"14,354,000",,Public Works Building and NH Department,2024-2025
ocds-f5kvwu-2024_PWBNH_38009_1,tender,tender,1,2024-11-28,2024_PWBNH_38009_1,Misc-7/SE(B)/SIV/2021-22/1461,"Jagannath Community and Skill Centre at Mohkhutie Tea Estate under Thowra LAC under Sivasagar District Territorial Building Division,Sivasagar",Works,Open Tender,Item Rate,Civil Works - Building,,No,No,"1,40,73,173",15-Jul-2024 03:00 PM,180,No,Online,,,1,31-Jul-2024 03:00 PM,assessment,Price Bid Opening Date,,"14,073,143",,Public Works Building and NH Department,2024-2025
ocds-f5kvwu-2024_PWBNH_38024_1,tender,tender,1,2024-11-28,2024_PWBNH_38024_1,SE(N)/SplyFrnitur/24-25/135,Supply of Furniture for the work Constn of new school building for upgradation of Secondary to Higher Secondary School under Samagra Shiksha Assam at Kholabandha High School in Barpeta District,Works,Open Tender,Supply,Civil Works - Building,,No,No,"31,15,390",15-Jul-2024 03:30 PM,180,No,Online,,,1,22-Jul-2024 03:00 PM,assessment,Price Bid Opening Date,,"3,106,940",,Public Works Building and NH Department,2024-2025
ocds-f5kvwu-2024_PWBNH_38035_1,tender,tender,1,2024-11-28,2024_PWBNH_38035_1,SE(B)/JHT/C/S/S-11/24-25/346,Jagannath Community and Skill Centre under No 93 Bokakhat LAC at Goriyajan T.E.,Works,Open Tender,Item Rate,Civil Works - Building,,No,No,"1,40,73,000",16-Jul-2024 03:00 PM,180,No,Online,,,1,03-Aug-2024 03:00 PM,assessment,Price Bid Opening Date,,"14,500,000",,Public Works Building and NH Department,2024-2025
ocds-f5kvwu-2024_PWBNH_38036_1,tender,tender,1,2024-11-28,2024_PWBNH_38036_1,SE(B)/JHT/C/S/S-12/24-25/346,Jagannath Community and Skill Centre under No 93 Bokakhat LAC at Hatikhuli T.E.,Works,Open Tender,Item Rate,Civil Works - Building,,No,No,"1,40,73,000",16-Jul-2024 03:00 PM,180,No,Online,,,1,03-Aug-2024 03:00 PM,assessment,Price Bid Opening Date,,"14,500,000",,Public Works Building and NH Department,2024-2025
ocds-f5kvwu-2024_PWBNH_38037_1,tender,tender,1,2024-11-28,2024_PWBNH_38037_1,SE(B)/JHT/C/S/S-13/24-25/346,Jagannath Community and Skill Centre under No 93 Bokakhat LAC at Rangamati T.E.,Works,Open Tender,Item Rate,Civil Works - Building,,No,No,"1,40,73,000",16-Jul-2024 03:00 PM,180,No,Online,,,1,03-Aug-2024 03:00 PM,assessment,Price Bid Opening Date,,"14,488,000",,Public Works Building and NH Department,2024-2025
ocds-f5kvwu-2024_PWBNH_38038_1,tender,tender,1,2024-11-28,2024_PWBNH_38038_1,SE(B)/JHT/C/S/S-14/24-25/346,Jagannath Community and Skill Centre under No 93 Bokakhat LAC at Behora T.E.,Works,Open Tender,Item Rate,Civil Works - Building,,No,No,"1,40,73,000",16-Jul-2024 03:00 PM,180,No,Online,,,1,03-Aug-2024 03:00 PM,assessment,Price Bid Opening Date,,"14,495,000",,Public Works Building and NH Department,2024-2025
ocds-f5kvwu-2024_PWBNH_38072_1,tender,tender,1,2024-11-28,2024_PWBNH_38072_1,EE/DGETBD_Boundary wall_Lalita Building,"Construction of Boundary wall (Back side and Sandhya Building side at Lalita Building), Chandmari, Guwahati-3 under SOPD-ODS-V-GA for Fy 2023-24",Works,Open Tender,Item Wise,Civil Works - Building,,No,No,"35,01,164",18-Jul-2024 12:00 PM,180,No,Online,,,1,08-Aug-2024 12:30 PM,assessment,Price Bid Opening Date,,"3,498,380",,Public Works Building and NH Department,2024-2025
ocds-f5kvwu-2024_PWBNH_38079_1,tender,tender,1,2024-11-28,2024_PWBNH_38079_1,SE(B)/DIB/RFSL/23-24/235,Additional Estimate for Setting up of Regional Forensic Science Laboratory at the erstwhile Medical Record Department Building of Assam Medical College and Hospital Dibrugarh,Works,Open Tender,Item Rate,Civil Works - Building,,No,No,"1,83,62,991",18-Jul-2024 02:00 PM,180,No,Online,,,1,24-Jul-2024 03:00 PM,assessment,Price Bid Opening Date,,"18,638,638",,Public Works Building and NH Department,2024-2025
ocds-f5kvwu-2024_PWBNH_38081_1,tender,tender,1,2024-11-28,2024_PWBNH_38081_1,SE(B)/JHT/C/S/S-04/24-25/381,Jagannath Community and Skill Centre under No-98 Jorhat LAC at Namuna Tea Estate,Works,Open Tender,Item Rate,Civil Works - Building,,No,No,"1,40,73,000",18-Jul-2024 03:00 PM,180,No,Online,,,1,02-Aug-2024 03:00 PM,assessment,Price Bid Opening Date,,"14,494,000",,Public Works Building and NH Department,2024-2025
ocds-f5kvwu-2024_PWBNH_38090_1,tender,tender,1,2024-11-28,2024_PWBNH_38090_1,EE/MDTBD_APBN_BARRACK,Construction of Security Barrack for APBN at Morigaon District Jail in Morigaon District,Works,Open Tender,Item Wise,Civil Works - Building,,No,No,"30,16,018",19-Jul-2024 12:00 PM,180,No,Online,,,1,09-Aug-2024 12:00 PM,assessment,Price Bid Opening Date,,"3,014,913",,Public Works Building and NH Department,2024-2025
ocds-f5kvwu-2024_PWBNH_38179_1,tender,tender,1,2024-11-28,2024_PWBNH_38179_1,EE(B)/CHA.T(B)/E/4 of 2024-25,"Construction of Assam Type Dining with Kitchen at Charaideo District Jail, Sonari in Charaideo District",Works,Open Tender,Item Rate,Civil Works - Building,,No,No,"25,97,665",25-Jul-2024 06:00 PM,180,No,Online,,,1,05-Aug-2024 02:30 PM,assessment,Price Bid Opening Date,,"3,272,000",,Public Works Building and NH Department,2024-2025
ocds-f5kvwu-2024_PWBNH_38183_1,tender,tender,1,2024-11-28,2024_PWBNH_38183_1,SE(B)/DBC/JCSC/BTNG/24-25/252,Jagannath Community Hall and Skill Centre at Beheating TE under Dibrugarh LAC,Works,Open Tender,Item Rate,Civil Works - Building,,No,No,"1,40,73,000",25-Jul-2024 02:00 PM,180,No,Online,,,1,14-Aug-2024 03:00 PM,assessment,Price Bid Opening Date,,"14,374,882",,Public Works Building and NH Department,2024-2025
ocds-f5kvwu-2024_PWBNH_38191_1,tender,tender,1,2024-11-28,2024_PWBNH_38191_1,SE/NBC/e-procurement/Jagannath,Jagannath Community and Skill Centre at Jiajuri T.E,Works,Open Tender,Item Wise,Civil Works - Building,,No,No,"1,40,73,143",25-Jul-2024 02:30 PM,180,No,Online,,,1,12-Aug-2024 02:30 PM,assessment,Price Bid Opening Date,,"14,551,630",,Public Works Building and NH Department,2024-2025
ocds-f5kvwu-2024_PWBNH_38294_1,tender,tender,1,2024-11-28,2024_PWBNH_38294_1,SE/BII_Govt. Resi. Qtr. No. M-9 at Minister Colony,"Strengthening, Renovation and Up gradation works in the Govt. Residential Qtr. No. M-9 at Minister Colony, Dispur, Ghy-06 under SOPD-G-V-GA for Fy 2024-25",Works,Open Tender,Item Wise,Civil Works - Building,,No,No,"1,25,15,548",01-Aug-2024 02:00 PM,180,No,Online,,,1,22-Aug-2024 11:30 AM,assessment,Price Bid Opening Date,,"12,513,226",,Public Works Building and NH Department,2024-2025
ocds-f5kvwu-2024_PWBNH_38403_1,tender,tender,1,2024-11-28,2024_PWBNH_38403_1,CS/SE(B-I)/141/2024-25/316-27 dtd.07-08-2024,"Construction of Rabha Hasong Guest House at Guwahati, Garchuk. Casting of Balance area of slab No-2 and casting of columns of second floor and casting of 75 percent of Slab No-3. Phase-6",Works,Open Tender,Item Rate,Civil Works - Building,,No,No,"59,40,580",09-Aug-2024 04:00 PM,180,No,Online,,,1,31-Aug-2024 11:00 AM,assessment,Price Bid Opening Date,,"5,940,580",,Public Works Building and NH Department,2024-2025
ocds-f5kvwu-2024_PWBNH_38426_1,tender,tender,1,2024-11-28,2024_PWBNH_38426_1,SE/BII_Firefighting etc._Sr. Officers Colony,"New construction of complete firefighting system at Senior Officers Colony premises, Khanapara, Guwahati-22 (considering required RCC Reservoir of capacity 50K litres, pumps, ring, pipe line, dist. points, fire extinguishers and elect. work)",Works,Open Tender,Item Wise,Civil Works - Building,,No,No,"1,81,82,802",10-Aug-2024 12:00 PM,180,No,Online,,,1,31-Aug-2024 04:30 PM,assessment,Price Bid Opening Date,,"18,178,726",,Public Works Building and NH Department,2024-2025
ocds-f5kvwu-2024_PWBNH_38428_1,tender,tender,1,2024-11-28,2024_PWBNH_38428_1,SE/BII_Firefighting etc._Minister Colony,"New construction of complete firefighting system at Minister Colony premises, Dispur,Guwahati-06(considering required RCC Reservoir of capacity 50,000 litres, pumps, required ring, pipe line, distribution points, fire extinguishers and elect. works)",Works,Open Tender,Item Wise,Civil Works - Building,,No,No,"1,98,38,167",10-Aug-2024 12:00 PM,180,No,Online,,,1,31-Aug-2024 04:30 PM,assessment,Price Bid Opening Date,,"19,834,440",,Public Works Building and NH Department,2024-2025
ocds-f5kvwu-2024_PWBNH_38464_1,tender,tender,1,2024-11-28,2024_PWBNH_38464_1,XXIV-XXV/LBC/NL/L-03/468,Construction of New school Building for upgradation of Secondary to Higher Secondary School under Samagra Shiksha Assam at Rampur High School in Lakhimpur District (FURNITURE),Works,Open Tender,Item Rate,Civil Works - Building,,No,No,"31,15,390",12-Aug-2024 05:15 PM,180,No,Online,,,1,28-Aug-2024 02:00 PM,assessment,Price Bid Opening Date,,"3,106,940",,Public Works Building and NH Department,2024-2025
ocds-f5kvwu-2024_PWBNH_38470_1,tender,tender,1,2024-11-28,2024_PWBNH_38470_1,SE/BII_Reconstruction_Boxing Hall_SAI,"Civil work for Renovation/ Re-Construction of abandoned Boxing Shed for upgraded to Boxing Hall at SAI NCoE Guwahati under SAI Regional Centre, Guwahati for Fy 2024-25",Works,Open Tender,Item Wise,Civil Works - Building,,No,No,"49,50,000",13-Aug-2024 02:45 PM,180,No,Online,,,1,03-Sep-2024 04:30 PM,assessment,Price Bid Opening Date,,"4,925,260",,Public Works Building and NH Department,2024-2025
ocds-f5kvwu-2024_PWBNH_38546_1,tender,tender,1,2024-11-28,2024_PWBNH_38546_1,TW-1/SE/GBC/2021-22/166-A,"Construction of new school building for upgradation from secondary to higher secondary school under Samagra Shiksha, Assam at Chataimari High School in Goalpara District- (for FURNITURE work)",Works,Open Tender,Works,Civil Works - Building,,No,No,"31,15,390",19-Aug-2024 05:30 PM,180,No,Online,,,1,10-Sep-2024 12:00 PM,assessment,Price Bid Opening Date,,"3,111,940",,Public Works Building and NH Department,2024-2025
ocds-f5kvwu-2024_PWBNH_38633_1,tender,tender,1,2024-11-28,2024_PWBNH_38633_1,XXIV-XXV/LBC/NL/L-04/515,Interior Decoration works of Circuit House North Lakhimpur,Works,Open Tender,Item Rate,Civil Works - Building,,No,No,"1,43,78,250",23-Aug-2024 03:00 PM,180,No,Online,,,1,30-Aug-2024 04:00 PM,assessment,Price Bid Opening Date,,"14,378,250",,Public Works Building and NH Department,2024-2025
ocds-f5kvwu-2024_PWD_35115_10,tender,tender,1,2024-11-28,2024_PWD_35115_10,CE/DEV/TB/707/2023-24/01,"MMPPNA_23_24_87 1.Construction of Goria Gaon Gabhoru ali 2 No Road (from Ch. 0.00m to Ch. 1120.00m, L 1.12 KM), 2.Construction of Road from Deroighat to Maria Mohari Road (From Ch. 0.00m to Ch. 500.00m, 3.Construction of Aithan ali (from Ch. 500.00",Works,Open Tender,Item Rate,Civil Works,,No,No,"1,78,52,000",01-Jan-2024 05:00 PM,180,No,Online,,,1,12-Jan-2024 02:30 PM,assessment,Price Bid Opening Date,,"18,623,000",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2024_PWD_35115_101,tender,tender,1,2024-11-28,2024_PWD_35115_101,CE/DEV/TB/707/2023-24/01,"MMPPNA_23_24_108, Construction of road from Panpur Tiniali to Chengelimora connected road, 2.Construction of road from NH-15 at Taubhanga to Bildonga, 3.Construction of Rabha Gaon Road, 4.Construction of road from Barikarai Tiniali to Silanighat Road",Works,Open Tender,Item Rate,Civil Works,,No,No,"4,32,01,000",03-Jan-2024 03:15 PM,180,No,Online,,,1,12-Jan-2024 02:30 PM,assessment,Price Bid Opening Date,,"44,562,000",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2024_PWD_35115_103,tender,tender,1,2024-11-28,2024_PWD_35115_103,CE/DEV/TB/707/2023-24/01,"MMPPNA_23_24_110, Construction of road from Itakhola Centre to Dekorai T.E. via Dekorai Market from Ch. 0.00m to Ch. 1250.00m under Mukhya Mantrir Pakipath Nirman Achani for the year 2023-24",Works,Open Tender,Item Rate,Civil Works,,No,No,"1,19,32,000",03-Jan-2024 05:00 PM,180,No,Online,,,1,12-Jan-2024 02:30 PM,assessment,Price Bid Opening Date,,"12,259,000",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2024_PWD_35115_104,tender,tender,1,2024-11-28,2024_PWD_35115_104,CE/DEV/TB/707/2023-24/01,"MMPPNA_23_24_111, Construction of Konwari Gaon Bonoria Mohar Chuk Road...",Works,Open Tender,Item Rate,Civil Works,,No,No,"4,28,71,000",03-Jan-2024 05:00 PM,180,No,Online,,,1,12-Jan-2024 02:30 PM,assessment,Price Bid Opening Date,,"44,211,708",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2024_PWD_35115_105,tender,tender,1,2024-11-28,2024_PWD_35115_105,CE/DEV/TB/707/2023-24/01,"MMPPNA_23_24_112, Construction of Hajuwa Pathar road from Ch- 0.00 m to ch- 380.00 m, 2. Construction of Nagaon Dhadumia Road, 3.Construction of Joypur Ali, 4.Construction of Komar Gaon Morankari Road Ch 0.00 m to Ch 800.00 m , 5.Construction of Al",Works,Open Tender,Item Rate,Civil Works,,No,No,"3,87,62,000",03-Jan-2024 05:00 PM,180,No,Online,,,1,12-Jan-2024 02:30 PM,assessment,Price Bid Opening Date,,"40,084,994",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2024_PWD_35115_106,tender,tender,1,2024-11-28,2024_PWD_35115_106,CE/DEV/TB/707/2023-24/01,"MMPPNA_23_24_113, Construction of Road Konwari Garon PMGSY Road to Naharani Hamuktula link Road from Ch- 0.00 m to ch- 1200.00 m, 2.Construction of Naharani Haluwa Road to Khatpathar Link Road (From Ch 0.00m to 815.00m....",Works,Open Tender,Item Rate,Civil Works,,No,No,"1,51,67,000",03-Jan-2024 05:00 PM,180,No,Online,,,1,12-Jan-2024 02:30 PM,assessment,Price Bid Opening Date,,"15,699,000",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2024_PWD_35115_107,tender,tender,1,2024-11-28,2024_PWD_35115_107,CE/DEV/TB/707/2023-24/01,"MMPPNA_23_24_120, Construction of road from 7 No. Santipur Sunrise Public School to Ganesh Pathsala via Sapnajoti Khelpathar, 2.Construction of Road from NH-115 to 4 No Shantipur Napali Gaon via 5No Santipur High School under Mukhya Mantrir Pakipath",Works,Open Tender,Item Rate,Civil Works,,No,No,"2,83,72,000",03-Jan-2024 05:00 PM,180,No,Online,,,1,12-Jan-2024 02:30 PM,assessment,Price Bid Opening Date,,"30,225,960",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2024_PWD_35115_108,tender,tender,1,2024-11-28,2024_PWD_35115_108,CE/DEV/TB/707/2023-24/01,"MMPPNA_23_24_121, Construction of Road from Khorigaon Railway Crossing to Lawpatty Charili , 2.Construction of Road from Saikhowa udaipur to Mithaam Khutipather Road , 3.Construction of Road from Hahkhati Mathauri to Muluk Gaon Road under Mukhya Man",Works,Open Tender,Item Rate,Civil Works,,No,No,"3,01,42,000",03-Jan-2024 05:00 PM,180,No,Online,,,1,12-Jan-2024 02:30 PM,assessment,Price Bid Opening Date,,"32,124,000",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2024_PWD_35115_11,tender,tender,1,2024-11-28,2024_PWD_35115_11,CE/DEV/TB/707/2023-24/01,"MMPPNA_23_24_88 1. Construction of Mahmora to Konwar Sahib Ali Road from Ch. 0.00m to Ch. 600.00m, 2.Construction of Kakotibari Deoghoria Road from Ch. 0.00m to Ch. 1500.00m, 3.Construction of Khondala Basti Road from Ch. 130.00m to Ch. 930.00m",Works,Open Tender,Item Rate,Civil Works,,No,No,"1,78,22,000",01-Jan-2024 05:00 PM,180,No,Online,,,1,12-Jan-2024 02:30 PM,assessment,Price Bid Opening Date,,"18,722,000",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2024_PWD_35115_111,tender,tender,1,2024-11-28,2024_PWD_35115_111,CE/DEV/TB/707/2023-24/01,"MMPPNA_23_24_138, Construction of road from Jonmoni Chowk to Sajal Biswas house under Jaipur village, 2. Construction of Nagapur Bazar to North Nagapur Bathou Mandir road, 3.Construction of road from UT Road Laldong to Harakanta Das house via Gopal",Works,Open Tender,Item Rate,Civil Works,,No,No,"4,01,01,000",03-Jan-2024 05:00 PM,180,No,Online,,,1,12-Jan-2024 02:30 PM,assessment,Price Bid Opening Date,,"41,408,000",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2024_PWD_35115_112,tender,tender,1,2024-11-28,2024_PWD_35115_112,CE/DEV/TB/707/2023-24/01,"MMPPNA_23_24_139, Construction of road from Hari Prasad Rai Road, Shashipur road, 2. Construction of road from Patharpar to Natun Howli road, 3. Construction of road from Netra Upadhay house to Dhenu Soren house at Latibari village, 4. Construction",Works,Open Tender,Item Rate,Civil Works,,No,No,"2,72,94,000",03-Jan-2024 05:00 PM,180,No,Online,,,1,12-Jan-2024 02:30 PM,assessment,Price Bid Opening Date,,"25,297,600",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2024_PWD_35115_116,tender,tender,1,2024-11-28,2024_PWD_35115_116,CE/DEV/TB/707/2023-24/01,"MMPPNA_23_24_143, Construction of Bam-Parbatia Ganesh Mandir Road....",Works,Open Tender,Item Rate,Civil Works,,No,No,"1,84,68,000",03-Jan-2024 05:00 PM,180,No,Online,,,1,12-Jan-2024 02:30 PM,assessment,Price Bid Opening Date,,"17,240,200",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2024_PWD_35115_117,tender,tender,1,2024-11-28,2024_PWD_35115_117,CE/DEV/TB/707/2023-24/01,"MMPPNA_23_24_144, Construction of Ganesh Mandir Approach Road at Bejor Chuburi, Parbatia ...",Works,Open Tender,Item Rate,Civil Works,,No,No,"1,47,50,000",03-Jan-2024 05:00 PM,180,No,Online,,,1,12-Jan-2024 02:30 PM,assessment,Price Bid Opening Date,,"13,705,000",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2024_PWD_35115_118,tender,tender,1,2024-11-28,2024_PWD_35115_118,CE/DEV/TB/707/2023-24/01,"MMPPNA_23_24_145, Construction of road from 3rd Km of Paruwa to Tezpur University road to Jahajduba Khanamukh Road, 2. Construction of road from 2nd Km of Paruwa to Tezpur University road to Paruwa village, 3. Construction of road from Noorbari ba",Works,Open Tender,Item Rate,Civil Works,,No,No,"4,27,69,000",03-Jan-2024 05:30 PM,180,No,Online,,,1,12-Jan-2024 02:30 PM,assessment,Price Bid Opening Date,,"40,605,100",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2024_PWD_35115_119,tender,tender,1,2024-11-28,2024_PWD_35115_119,CE/DEV/TB/707/2023-24/01,"MMPPNA_23_24_146, onstruction of road from 2nd Km of Borguri Amolapam PMGSY road to Punioni village, 2. Construction of road from 3rd Km of Borguri Amolapam PMGSY road to Kachokoni village, 3. Construction of road from 2nd Km of Borguri Amolapam PMG",Works,Open Tender,Item Rate,Civil Works,,No,No,"3,61,00,000",03-Jan-2024 05:30 PM,180,No,Online,,,1,12-Jan-2024 02:30 PM,assessment,Price Bid Opening Date,,"33,695,000",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2024_PWD_35115_120,tender,tender,1,2024-11-28,2024_PWD_35115_120,CE/DEV/TB/707/2023-24/01,"MMPPNA_23_24_147, Construction of Kakojan Gaon Road, 2. Construction of Hebeda Main Road to Khetujan Road, 3. Construction of Borjan Remaining Portion Road, 4. Construction of Kumarpatty Road under Mukhya Mantrir Pakipath Nirman Achani for the year 2",Works,Open Tender,Item Rate,Civil Works,,No,No,"2,60,60,000",03-Jan-2024 05:30 PM,180,No,Online,,,1,12-Jan-2024 02:30 PM,assessment,Price Bid Opening Date,,"25,120,000",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2024_PWD_35115_121,tender,tender,1,2024-11-28,2024_PWD_35115_121,CE/DEV/TB/707/2023-24/01,"MMPPNA_23_24_148, Construction of Sukani Langkashi Road to Pup Kachamari (Remaining portion) Road, 2. Construction of Mahakali 328/338 Grant to Nala Kinar Gaon Road, 3. Construction of Sukani Langkashi Road to Poteswari LP. School (Remaining Portion",Works,Open Tender,Item Rate,Civil Works,,No,No,"2,48,88,000",03-Jan-2024 05:30 PM,180,No,Online,,,1,12-Jan-2024 02:30 PM,assessment,Price Bid Opening Date,,"23,752,900",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2024_PWD_35115_124,tender,tender,1,2024-11-28,2024_PWD_35115_124,CE/DEV/TB/707/2023-24/01,"MMPPNA_23_24_156, Construction of Golamakha to Bogribari via Khagrabari Road from Ch. 3.55Km to Ch. 3.55Km (Length3.55Km) under Mukhya Mantrir Pakipath Nirman Achani for the year 2023-24",Works,Open Tender,Item Rate,Civil Works,,No,No,"2,24,38,000",03-Jan-2024 05:55 PM,180,No,Online,,,1,12-Jan-2024 02:30 PM,assessment,Price Bid Opening Date,,"24,046,000",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2024_PWD_35115_125,tender,tender,1,2024-11-28,2024_PWD_35115_125,CE/DEV/TB/707/2023-24/01,"MMPPNA_23_24_157, Construction of Daodigaon field to No. 3 Amjuli Nepalbasti Road from Ch. 0.00Km to Ch. 3.62Km (Length 3.62Km) under Mukhya Mantrir Pakipath Nirman Achani for the year 2023-24",Works,Open Tender,Item Rate,Civil Works,,No,No,"2,93,50,000",03-Jan-2024 05:55 PM,180,No,Online,,,1,12-Jan-2024 02:30 PM,assessment,Price Bid Opening Date,,"30,300,650",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2024_PWD_35115_127,tender,tender,1,2024-11-28,2024_PWD_35115_127,CE/DEV/TB/707/2023-24/01,"MMPPNA_23_24_17, Construction of Bihpuria Borbali Road to Rangajan Letekupukhuri Road Via Bihlongonia Gaon Ch. 0.00m to Ch. 1560.00m....",Works,Open Tender,Item Rate,Civil Works,,No,No,"3,88,09,000",04-Jan-2024 03:30 PM,180,No,Online,,,1,12-Jan-2024 02:30 PM,assessment,Price Bid Opening Date,,"37,489,100",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2024_PWD_35115_128,tender,tender,1,2024-11-28,2024_PWD_35115_128,CE/DEV/TB/707/2023-24/01,"MMPPNA_23_24_18, Construction of road from Rangajan Than Chariali to Chadhapunia Borbali link Road via No.2 Chamua Harimandir (Ch. 0.00m to Ch. 1050.00m, ....",Works,Open Tender,Item Rate,Civil Works,,No,No,"1,64,28,000",04-Jan-2024 03:30 PM,180,No,Online,,,1,12-Jan-2024 02:30 PM,assessment,Price Bid Opening Date,,"15,918,200",,Public Works Roads Department,2023-2024
